41,0C1014958D5C244C8ABBF89509128E30,-,-,-,-
4,7FB9C590D30772B8D1308C3A25B24B2A,Element is not found or syntax error exists in the code\n[\n \"BZ.TW.document\",\n \"A#flattendListflattenedPolicyItems\\\\
New:attr(title=Ajouter)\",\n 0\n]\n\nJira bug:,app,m66.m129.t18.6,,https://jira.tcsgroup.ch/browse/IDITS-9752
3,FF91813B34FAD931F35BB883D680F974,Element is not found or syntax error exists in the code\n[\n \"BZ.TW.document\",\n \"DIV.ConfirmationPageMessageDiv:Contains(Policy)\",\n 0\n]\n\nFailed on Action: m66.m129.t8.6, Policy Number\n\nNista task: https://jira.tcsgroup.ch/browse/NISTA-2058 \nJira bug: https://jira.tcsgroup.ch/browse/IDITS-9512\n\n\nSeems to have been fixed by the build V17R04D16.1.5,app,m66.m129.t8.6,,https://jira.tcsgroup.ch/browse/IDITS-9512
3,2F4B18F4FB09EBAD8AD99DFCA12AFCCC,Bug with the creation of a TCS company card fleet with several cars ,app,m129.t6,,https://jira.tcsgroup.ch/browse/IDITS-9752
1,BE79DF21D3BA50F38EADA580030C8854,-,-,-,-
1,90D2B42435ABC7E810336047EE229966,-,-,-,-
1,70D3119BF47A1CE2F8CB10B0ECA27ED5,TypeError: Cannot set property 'membershipStatus' of undefined\n\nFailed on Action: m66.m129.t9.2, Exit the test with failure if the product parameter is empty + init context params\n[Error Hash: 70D3119BF47A1CE2F8CB10B0ECA27ED5],auto,m66.m129,,https://boozang.freshdesk.com/support/tickets/277
1,470B8F72246639B56EB409349E167966,Element is not found or syntax error exists in the code\n[\n \"BZ.TW.document\",\n \"A#flattendListflattenedPolicyItems\\\\
New:attr(title=Ajouter)\",\n 0\n]\n\nFailed on Action: m66.m129.t18.28, Add policy item\n[Error Hash: 470B8F72246639B56EB409349E167966],app,m66.m129.t18,,https://jira.tcsgroup.ch/browse/IDITS-9752
1,0DA7B5CD2CE56D099A067F1F0588A0AA,Element is not found or syntax error exists in the code\n[\n \"BZ.TW.document\",\n \"TD:attr(aria-describedby=idit-grid-table-flattendListinstallmentDunningStepsPVOList_pipe__innerVO@installmentDunningStepVO@dunningGroupDescr):Contains(Membership Dunning)\",\n 0\n],unknow,m137.t1.8,-
